genre,text,clique_id,lemma,pos,affix,stem
pseudotext,pseudotext_01,5,make,VBG,ing,make
pseudotext,pseudotext_01,4,france,NNP,NA,franc
pseudotext,pseudotext_01,4,fall,VBD,ed,fall
pseudotext,pseudotext_01,4,world,NNP,NA,world
pseudotext,pseudotext_01,4,war,NNP,NA,war
pseudotext,pseudotext_01,4,ius,NNP,s,iu
pseudotext,pseudotext_01,4,fwus,NNP,s,fwu
pseudotext,pseudotext_01,4,s,VBZ,NA,
pseudotext,pseudotext_01,4,administrator,NN,NA,administr
pseudotext,pseudotext_01,4,admiral,NNP,NA,admir
pseudotext,pseudotext_01,4,george,NNP,s,georg
pseudotext,pseudotext_01,4,robert,NNP,NA,robert
pseudotext,pseudotext_01,4,decree,VBN,ed,decre
pseudotext,pseudotext_01,4,allegiance,NN,NA,allegi
pseudotext,pseudotext_01,4,vichy,NNP,NA,vichi
pseudotext,pseudotext_01,4,regime,NN,NA,regim
pseudotext,pseudotext_01,4,most,JJS,NA,most
pseudotext,pseudotext_01,4,islander,NNS,s,island
pseudotext,pseudotext_01,4,be,VBD,ed,be
pseudotext,pseudotext_01,4,move,NN,NA,move
pseudotext,pseudotext_01,6,be,VBD,ed,be
pseudotext,pseudotext_01,6,here,RB,NA,here
pseudotext,pseudotext_01,6,write,VBD,ed,write
pseudotext,pseudotext_01,6,be,VBD,ed,be
pseudotext,pseudotext_01,6,become,VB,NA,becom
pseudotext,pseudotext_01,6,final,JJ,NA,final
pseudotext,pseudotext_01,6,book,NN,NA,book
pseudotext,pseudotext_01,6,new,NNP,NA,new
pseudotext,pseudotext_01,6,testament,NNP,NA,testament
pseudotext,pseudotext_01,6,book,NNP,NA,book
pseudotext,pseudotext_01,6,revelation,NNP,NA,revel
pseudotext,pseudotext_01,7,paddy,NNP,s,paddi
pseudotext,pseudotext_01,7,taro,NN,NA,taro
pseudotext,pseudotext_01,7,be,VBP,NA,be
pseudotext,pseudotext_01,7,day,NN,NA,dai
pseudotext,pseudotext_01,7,signature,NN,NA,signatur
pseudotext,pseudotext_01,7,crop,NN,NA,crop
pseudotext,pseudotext_01,7,rural,JJ,NA,rural
pseudotext,pseudotext_01,7,hawaius,NNP,s,hawaiu
pseudotext,pseudotext_01,8,british,NNP,NA,british
pseudotext,pseudotext_01,8,nationality,NNP,NA,nation
pseudotext,pseudotext_01,8,act,NNP,NA,act
pseudotext,pseudotext_01,8,1981,CD,NA,1981
pseudotext,pseudotext_01,8,have,VBD,ed,have
pseudotext,pseudotext_01,8,effect,NN,NA,effect
pseudotext,pseudotext_01,8,prevent,VBD,ed,prevent
pseudotext,pseudotext_01,8,hong,NNP,NA,hong
pseudotext,pseudotext_01,8,kong,NNP,NA,kong
pseudotext,pseudotext_01,8,citizen,NNS,s,citizen
pseudotext,pseudotext_01,8,acquire,VBG,ing,acquir
pseudotext,pseudotext_01,8,british,JJ,NA,british
pseudotext,pseudotext_01,8,citizenship,NN,NA,citizenship
pseudotext,pseudotext_01,8,thousand,NNS,s,thousand
pseudotext,pseudotext_01,8,people,NNS,NA,peopl
pseudotext,pseudotext_01,8,anxious,JJ,NA,anxiou
pseudotext,pseudotext_01,8,future,NN,NA,futur
pseudotext,pseudotext_01,8,china,NNP,NA,china
pseudotext,pseudotext_01,8,s,VBZ,NA,
pseudotext,pseudotext_01,8,rule,NN,NA,rule
pseudotext,pseudotext_01,8,be,VBD,ed,be
pseudotext,pseudotext_01,8,prompt,VBN,ed,prompt
pseudotext,pseudotext_01,8,apply,VB,NA,appli
pseudotext,pseudotext_01,8,citizenship,NN,NA,citizenship
pseudotext,pseudotext_01,8,elsewhere,RB,NA,elsewher
pseudotext,pseudotext_01,8,notably,RB,NA,notabl
pseudotext,pseudotext_01,8,canada,NNP,NA,canada
pseudotext,pseudotext_01,8,australium,NNP,s,australium
pseudotext,pseudotext_01,9,crusade,NN,NA,crusad
pseudotext,pseudotext_01,9,pisa,NNP,NA,pisa
pseudotext,pseudotext_01,9,see,VB,NA,see
pseudotext,pseudotext_01,9,page,NN,NA,page
pseudotext,pseudotext_01,9,19,CD,NA,19
pseudotext,pseudotext_01,9,islamic,NNP,NA,islam
pseudotext,pseudotext_01,9,power,NN,NA,power
pseudotext,pseudotext_01,9,wan,VBD,ed,wan
pseudotext,pseudotext_01,9,early,JJ,NA,earli
pseudotext,pseudotext_01,9,13,CD,NA,13
pseudotext,pseudotext_01,9,th,NN,NA,th
pseudotext,pseudotext_01,9,century,NN,NA,centuri
pseudotext,pseudotext_01,9,ibiza,NNP,NA,ibiza
pseudotext,pseudotext_01,9,be,VBD,ed,be
pseudotext,pseudotext_01,9,embrace,VBN,ed,embrac
pseudotext,pseudotext_01,9,christian,NNP,NA,christian
pseudotext,pseudotext_01,9,reconquest,NNP,NA,reconquest
pseudotext,pseudotext_01,10,illiterate,JJ,NA,illiter
pseudotext,pseudotext_01,10,akbar,NNP,NA,akbar
pseudotext,pseudotext_01,10,have,VBD,ed,have
pseudotext,pseudotext_01,10,enormous,JJ,NA,enorm
pseudotext,pseudotext_01,10,intellectual,JJ,NA,intellectu
pseudotext,pseudotext_01,10,curiosity,NN,NA,curios
pseudotext,pseudotext_01,11,perform,VBD,ed,perform
pseudotext,pseudotext_01,11,analysis,NNS,s,analysi
pseudotext,pseudotext_01,11,person,NNS,s,person
pseudotext,pseudotext_01,11,have,VBD,ed,have
pseudotext,pseudotext_01,11,partially,RB,NA,partial
pseudotext,pseudotext_01,11,estimate,VBN,ed,estim
pseudotext,pseudotext_01,11,datum,NNS,s,datum
pseudotext,pseudotext_01,11,ensure,VB,NA,ensur
pseudotext,pseudotext_01,11,estimation,NN,NA,estim
pseudotext,pseudotext_01,11,have,VBD,ed,have
pseudotext,pseudotext_01,11,not,RB,NA,not
pseudotext,pseudotext_01,11,distorted,JJ,NA,distort
pseudotext,pseudotext_01,11,finding,NNS,s,find
pseudotext,pseudotext_01,12,recommendation,NN,NA,recommend
pseudotext,pseudotext_01,12,be,VBD,ed,be
pseudotext,pseudotext_01,12,base,VBN,ed,base
pseudotext,pseudotext_01,12,low,JJ,NA,low
pseudotext,pseudotext_01,12,probability,NN,NA,probabl
pseudotext,pseudotext_01,12,doxazosin,NN,NA,doxazosin
pseudotext,pseudotext_01,12,show,VBG,ing,show
pseudotext,pseudotext_01,12,benefit,NN,NA,benefit
pseudotext,pseudotext_01,12,chlorthalidone,NN,NA,chlorthalidon
pseudotext,pseudotext_01,12,primary,JJ,NA,primari
pseudotext,pseudotext_01,12,endpoint,NN,NA,endpoint
pseudotext,pseudotext_01,12,as,RB,NA,a
pseudotext,pseudotext_01,12,well,RB,NA,well
pseudotext,pseudotext_01,12,significantly,RB,NA,significantli
pseudotext,pseudotext_01,12,increase,VBN,ed,increas
pseudotext,pseudotext_01,12,occurrence,NN,NA,occurr
pseudotext,pseudotext_01,12,secondary,JJ,NA,secondari
pseudotext,pseudotext_01,12,endpoint,NN,NA,endpoint
pseudotext,pseudotext_01,12,combine,VBD,ed,combin
pseudotext,pseudotext_01,12,cardiovascular,JJ,NA,cardiovascular
pseudotext,pseudotext_01,12,disease,NN,NA,diseas
pseudotext,pseudotext_01,12,cvd,NNP,NA,cvd
pseudotext,pseudotext_01,12,encompass,VBG,ing,encompass
pseudotext,pseudotext_01,12,chd,NNP,NA,chd
pseudotext,pseudotext_01,12,death,NNS,s,death
pseudotext,pseudotext_01,12,nonfatal,NN,NA,nonfat
pseudotext,pseudotext_01,12,mi,NNP,NA,mi
pseudotext,pseudotext_01,12,stroke,NN,NA,stroke
pseudotext,pseudotext_01,12,coronary,JJ,NA,coronari
pseudotext,pseudotext_01,12,revascularization,NN,NA,revascular
pseudotext,pseudotext_01,12,procedure,NNS,s,procedur
pseudotext,pseudotext_01,12,[,NN,NA,[
pseudotext,pseudotext_01,12,coronary,JJ,NA,coronari
pseudotext,pseudotext_01,12,artery,NN,NA,arteri
pseudotext,pseudotext_01,12,bypass,NN,NA,bypass
pseudotext,pseudotext_01,12,graft,NN,NA,graft
pseudotext,pseudotext_01,12,cabg,NNP,NA,cabg
pseudotext,pseudotext_01,12,percutaneous,JJ,NA,percutan
pseudotext,pseudotext_01,12,transluminal,NN,NA,translumin
pseudotext,pseudotext_01,12,coronary,JJ,NA,coronari
pseudotext,pseudotext_01,12,angioplasty,NN,NA,angioplasti
pseudotext,pseudotext_01,12,ptca,NNP,NA,ptca
pseudotext,pseudotext_01,12,/,NN,NA,/
pseudotext,pseudotext_01,12,stent,NN,NA,stent
pseudotext,pseudotext_01,12,],NN,NA,]
pseudotext,pseudotext_01,12,angina,NN,NA,angina
pseudotext,pseudotext_01,12,[,NN,NA,[
pseudotext,pseudotext_01,12,hospitalize,VBN,ed,hospit
pseudotext,pseudotext_01,12,treat,VBN,ed,treat
pseudotext,pseudotext_01,12,outpatient,NN,NA,outpati
pseudotext,pseudotext_01,12,],NN,NA,]
pseudotext,pseudotext_01,12,heart,NN,NA,heart
pseudotext,pseudotext_01,12,failure,NN,NA,failur
pseudotext,pseudotext_01,12,[,NN,NA,[
pseudotext,pseudotext_01,12,hf,NNP,NA,hf
pseudotext,pseudotext_01,12,/,NN,NA,/
pseudotext,pseudotext_01,12,treat,VBN,ed,treat
pseudotext,pseudotext_01,12,hospital,NN,NA,hospit
pseudotext,pseudotext_01,12,outpatient,NN,NA,outpati
pseudotext,pseudotext_01,12,],NN,NA,]
pseudotext,pseudotext_01,12,peripheral,JJ,NA,peripher
pseudotext,pseudotext_01,12,arterial,NN,NA,arteri
pseudotext,pseudotext_01,12,disease,NN,NA,diseas
pseudotext,pseudotext_01,12,[,NN,NA,[
pseudotext,pseudotext_01,12,in-hospital,JJ,NA,in-hospit
pseudotext,pseudotext_01,12,outpatient,NN,NA,outpati
pseudotext,pseudotext_01,12,revascularization,NN,NA,revascular
pseudotext,pseudotext_01,12,],NN,NA,]
pseudotext,pseudotext_01,12,doxazosin,NN,NA,doxazosin
pseudotext,pseudotext_01,12,arm,NN,NA,arm
pseudotext,pseudotext_01,12,rr,NNP,NA,rr
pseudotext,pseudotext_01,12,1,CD,NA,1
pseudotext,pseudotext_01,12,25,CD,NA,25
pseudotext,pseudotext_01,13,atorvastatin,NNP,NA,atorvastatin
pseudotext,pseudotext_01,13,treatment,NN,NA,treatment
pseudotext,pseudotext_01,13,be,VBD,ed,be
pseudotext,pseudotext_01,13,associate,VBN,ed,associ
pseudotext,pseudotext_01,13,2,CD,NA,2
pseudotext,pseudotext_01,13,6,CD,NA,6
pseudotext,pseudotext_01,13,%,NN,NA,%
pseudotext,pseudotext_01,13,absolute,JJ,NA,absolut
pseudotext,pseudotext_01,13,reduction,NN,NA,reduct
pseudotext,pseudotext_01,13,risk,NN,NA,risk
pseudotext,pseudotext_01,13,primary,JJ,NA,primari
pseudotext,pseudotext_01,13,endpoint,NN,NA,endpoint
pseudotext,pseudotext_01,13,14,CD,NA,14
pseudotext,pseudotext_01,13,8,CD,NA,8
pseudotext,pseudotext_01,13,%,NN,NA,%
pseudotext,pseudotext_01,13,v,NNS,s,v
pseudotext,pseudotext_01,13,17,CD,NA,17
pseudotext,pseudotext_01,13,%,NN,NA,%
pseudotext,pseudotext_01,14,notice,NNP,NA,notic
pseudotext,pseudotext_01,14,paper,NN,NA,paper
pseudotext,pseudotext_01,14,report,VBD,ed,report
pseudotext,pseudotext_01,14,proportion,NN,NA,proport
pseudotext,pseudotext_01,14,80,CD,NA,80
pseudotext,pseudotext_01,14,%,NN,NA,%
pseudotext,pseudotext_01,14,randomized,JJ,NA,random
pseudotext,pseudotext_01,14,patient,NNS,s,patient
pseudotext,pseudotext_01,14,complete,VBD,ed,complet
pseudotext,pseudotext_01,14,protocol,NN,NA,protocol
pseudotext,pseudotext_01,14,effective,JJ,NA,effect
pseudotext,pseudotext_01,14,control,NN,NA,control
pseudotext,pseudotext_01,14,bp,NNP,NA,bp
pseudotext,pseudotext_01,14,side,NN,NA,side
pseudotext,pseudotext_01,14,effect,NNS,s,effect
pseudotext,pseudotext_01,14,explain,VBN,ed,explain
pseudotext,pseudotext_01,14,earlier,RBR,NA,earlier
pseudotext,pseudotext_01,14,figure,NN,NA,figur
pseudotext,pseudotext_01,14,instead,RB,NA,instead
pseudotext,pseudotext_01,14,be,VB,NA,be
pseudotext,pseudotext_01,14,44,CD,NA,44
pseudotext,pseudotext_01,14,%,NN,NA,%
pseudotext,pseudotext_01,14,80,CD,NA,80
pseudotext,pseudotext_01,14,%,NN,NA,%
pseudotext,pseudotext_01,14,be,VBZ,s,be
pseudotext,pseudotext_01,14,estimate,NN,NA,estim
pseudotext,pseudotext_01,14,chance,NN,NA,chanc
pseudotext,pseudotext_01,14,effective,JJ,NA,effect
pseudotext,pseudotext_01,14,control,NN,NA,control
pseudotext,pseudotext_01,14,bp,NNP,NA,bp
pseudotext,pseudotext_01,14,side,NN,NA,side
pseudotext,pseudotext_01,14,effect,NNS,s,effect
pseudotext,pseudotext_01,14,study,NN,NA,studi
pseudotext,pseudotext_01,14,therapy,NNS,s,therapi
pseudotext,pseudotext_01,14,month,NNP,NA,month
pseudotext,pseudotext_01,14,6,CD,NA,6
pseudotext,pseudotext_01,14,assumption,NN,NA,assumpt
pseudotext,pseudotext_01,14,information,NN,NA,inform
pseudotext,pseudotext_01,14,available,JJ,NA,avail
pseudotext,pseudotext_01,14,miss,VBG,ing,miss
pseudotext,pseudotext_01,14,datum,NN,s,datum
pseudotext,pseudotext_01,15,publication,NN,NA,public
pseudotext,pseudotext_01,15,antihypertensive,NNP,NA,antihypertens
pseudotext,pseudotext_01,15,lipid-,NNP,NA,lipid-
pseudotext,pseudotext_01,15,lowering,NNP,NA,lower
pseudotext,pseudotext_01,15,treatment,NNP,NA,treatment
pseudotext,pseudotext_01,15,prevent,VB,NA,prevent
pseudotext,pseudotext_01,15,heart,NNP,NA,heart
pseudotext,pseudotext_01,15,attack,NNP,NA,attack
pseudotext,pseudotext_01,15,trial,NNP,NA,trial
pseudotext,pseudotext_01,15,allhat,NNP,NA,allhat
pseudotext,pseudotext_01,15,role,NN,NA,role
pseudotext,pseudotext_01,15,peripheral,JJ,NA,peripher
pseudotext,pseudotext_01,15,alpha-,NN,NA,alpha-
pseudotext,pseudotext_01,15,1,CD,NA,1
pseudotext,pseudotext_01,15,antagonist,NNS,s,antagonist
pseudotext,pseudotext_01,15,treatment,NN,NA,treatment
pseudotext,pseudotext_01,15,hypertension,NN,NA,hypertens
pseudotext,pseudotext_01,15,have,VBZ,s,have
pseudotext,pseudotext_01,15,become,VBN,NA,becom
pseudotext,pseudotext_01,15,controversial,JJ,NA,controversi
pseudotext,pseudotext_01,16,result,NNS,s,result
pseudotext,pseudotext_01,16,document,NN,NA,document
pseudotext,pseudotext_01,16,localized,JJ,NA,local
pseudotext,pseudotext_01,16,expression,NN,NA,express
pseudotext,pseudotext_01,16,gad,NNP,NA,gad
pseudotext,pseudotext_01,16,1,CD,NA,1
pseudotext,pseudotext_01,16,additional,JJ,NA,addit
pseudotext,pseudotext_01,16,non-,NN,NA,non-
pseudotext,pseudotext_01,16,cn,NNP,s,cn
pseudotext,pseudotext_01,16,site,NNS,s,site
pseudotext,pseudotext_01,16,mouse,NN,NA,mous
pseudotext,pseudotext_01,16,embryo,NN,NA,embryo
pseudotext,pseudotext_01,16,suggest,VBG,ing,suggest
pseudotext,pseudotext_01,16,potential,JJ,NA,potenti
pseudotext,pseudotext_01,16,role,NN,NA,role
pseudotext,pseudotext_01,16,gaba,NNP,NA,gaba
pseudotext,pseudotext_01,16,signal,VBG,ing,signal
pseudotext,pseudotext_01,16,development,NN,NA,develop
pseudotext,pseudotext_01,16,structure,NNS,s,structur
pseudotext,pseudotext_01,17,result,NNS,s,result
pseudotext,pseudotext_01,17,show,VBN,en,show
pseudotext,pseudotext_01,17,figure,NN,NA,figur
pseudotext,pseudotext_01,17,7,CD,NA,7
pseudotext,pseudotext_01,17,suggest,VBP,NA,suggest
pseudotext,pseudotext_01,17,104,CD,NA,104
pseudotext,pseudotext_01,17,bp,NN,NA,bp
pseudotext,pseudotext_01,17,sequence,NN,NA,sequenc
pseudotext,pseudotext_01,17,5,CD,NA,5
pseudotext,pseudotext_01,17,aaatctcaat-,NNP,NA,aaatctcaat-
pseudotext,pseudotext_01,17,10,CD,NA,10
pseudotext,pseudotext_01,18,macrophage,NNP,s,macrophag
pseudotext,pseudotext_01,18,be,VBD,ed,be
pseudotext,pseudotext_01,18,report,VBN,ed,report
pseudotext,pseudotext_01,18,develop,VBG,ing,develop
pseudotext,pseudotext_01,18,mouse,NN,NA,mous
pseudotext,pseudotext_01,18,b,NNP,NA,b
pseudotext,pseudotext_01,18,6,CD,NA,6
pseudotext,pseudotext_01,18,anterior,NN,NA,anterior
pseudotext,pseudotext_01,18,chamber,NN,NA,chamber
pseudotext,pseudotext_01,18,model,NN,NA,model
pseudotext,pseudotext_01,18,tm,NNP,NA,tm
pseudotext,pseudotext_01,18,development,NN,NA,develop
pseudotext,pseudotext_01,18,include,VBG,ing,includ
pseudotext,pseudotext_01,18,cell,NN,NA,cell
pseudotext,pseudotext_01,18,death,NN,NA,death
pseudotext,pseudotext_01,18,be,VBD,ed,be
pseudotext,pseudotext_01,18,propose,VBN,ed,propos
pseudotext,pseudotext_01,18,cell,NN,NA,cell
pseudotext,pseudotext_01,18,death,NN,NA,death
pseudotext,pseudotext_01,18,be,VBD,ed,be
pseudotext,pseudotext_01,18,record,VBN,ed,record
pseudotext,pseudotext_01,18,[,NN,NA,[
pseudotext,pseudotext_01,18,26,CD,NA,26
pseudotext,pseudotext_01,18,],NN,NA,]
pseudotext,pseudotext_01,19,plasmid,NN,NA,plasmid
pseudotext,pseudotext_01,19,pbigt,NN,NA,pbigt
pseudotext,pseudotext_01,19,consist,VBZ,s,consist
pseudotext,pseudotext_01,19,adenovirus,JJ,NA,adenoviru
pseudotext,pseudotext_01,19,splice,NN,NA,splice
pseudotext,pseudotext_01,19,acceptor,NN,NA,acceptor
pseudotext,pseudotext_01,19,sequence,NN,NA,sequenc
pseudotext,pseudotext_01,19,follow,VBN,ed,follow
pseudotext,pseudotext_01,19,loxp,NN,NA,loxp
pseudotext,pseudotext_01,19,site,NN,NA,site
pseudotext,pseudotext_01,19,neo,NN,NA,neo
pseudotext,pseudotext_01,19,expression,NN,NA,express
pseudotext,pseudotext_01,19,cassette,NN,NA,cassett
pseudotext,pseudotext_01,19,strong,JJ,NA,strong
pseudotext,pseudotext_01,19,transcriptional,NN,NA,transcript
pseudotext,pseudotext_01,19,stop,NN,NA,stop
pseudotext,pseudotext_01,19,sequence,NN,NA,sequenc
pseudotext,pseudotext_01,19,triple,JJ,NA,tripl
pseudotext,pseudotext_01,19,sv,NNP,NA,sv
pseudotext,pseudotext_01,19,40,CD,NA,40
pseudotext,pseudotext_01,19,polyadenylation,NN,NA,polyadenyl
pseudotext,pseudotext_01,19,sequence,NN,NA,sequenc
pseudotext,pseudotext_01,19,loxp,NN,NA,loxp
pseudotext,pseudotext_01,19,site,NN,NA,site
pseudotext,pseudotext_01,19,same,JJ,NA,same
pseudotext,pseudotext_01,19,orientation,NN,NA,orient
pseudotext,pseudotext_01,19,first,JJ,NA,first
pseudotext,pseudotext_01,19,multiple,JJ,NA,multipl
pseudotext,pseudotext_01,19,clone,VBG,ing,clone
pseudotext,pseudotext_01,19,site,NN,NA,site
pseudotext,pseudotext_01,19,mc,NNP,s,mc
pseudotext,pseudotext_01,19,bovine,JJ,NA,bovin
pseudotext,pseudotext_01,19,growth,NN,NA,growth
pseudotext,pseudotext_01,19,hormone,NN,NA,hormon
pseudotext,pseudotext_01,19,polyadenylation,NN,NA,polyadenyl
pseudotext,pseudotext_01,19,sequence,NN,NA,sequenc
pseudotext,pseudotext_01,20,ray-finned,JJ,NA,ray-fin
pseudotext,pseudotext_01,20,fish,NNS,s,fish
pseudotext,pseudotext_01,20,bichir,NNS,s,bichir
pseudotext,pseudotext_01,20,sturgeon,NN,NA,sturgeon
pseudotext,pseudotext_01,20,paddlefish,NN,NA,paddlefish
pseudotext,pseudotext_01,20,display,NN,NA,displai
pseudotext,pseudotext_01,20,dorsal,NN,NA,dorsal
pseudotext,pseudotext_01,20,lip,NN,NA,lip
pseudotext,pseudotext_01,20,surface,VBP,NA,surfac
pseudotext,pseudotext_01,20,cell,NNS,s,cell
pseudotext,pseudotext_01,20,migrate,VB,NA,migrat
pseudotext,pseudotext_01,20,interior,JJ,NA,interior
pseudotext,pseudotext_01,20,[,NN,NA,[
pseudotext,pseudotext_01,20,12,CD,NA,12
pseudotext,pseudotext_01,20,13,CD,NA,13
pseudotext,pseudotext_01,20,16,CD,NA,16
pseudotext,pseudotext_01,20,17,CD,NA,17
pseudotext,pseudotext_01,20,],NN,NA,]
pseudotext,pseudotext_01,21,indy,NNP,NA,indi
pseudotext,pseudotext_01,21,read,NNP,s,read
pseudotext,pseudotext_01,21,be,VBZ,s,be
pseudotext,pseudotext_01,21,work,VBG,ing,work
pseudotext,pseudotext_01,21,change,VB,NA,chang
pseudotext,pseudotext_01,21,statistics,NNS,NA,statist
pseudotext,pseudotext_01,21,one,CD,NA,on
pseudotext,pseudotext_01,21,life,NN,NA,life
pseudotext,pseudotext_01,21,time,NN,NA,time
pseudotext,pseudotext_01,22,joe,NNP,NA,joe
pseudotext,pseudotext_01,22,tremendous,JJ,NA,tremend
pseudotext,pseudotext_01,22,growth,NN,NA,growth
pseudotext,pseudotext_01,22,basic,JJ,NA,basic
pseudotext,pseudotext_01,22,skill,NNS,s,skill
pseudotext,pseudotext_01,22,be,VBZ,s,be
pseudotext,pseudotext_01,22,result,NN,NA,result
pseudotext,pseudotext_01,22,own,JJ,NA,own
pseudotext,pseudotext_01,22,hard,JJ,NA,hard
pseudotext,pseudotext_01,22,work,NN,NA,work
pseudotext,pseudotext_01,22,care,NN,NA,care
pseudotext,pseudotext_01,22,nurture,VBG,ing,nurtur
pseudotext,pseudotext_01,22,tutor,NNS,s,tutor
pseudotext,pseudotext_01,23,be,VBP,NA,be
pseudotext,pseudotext_01,23,retire,VBN,ed,retir
pseudotext,pseudotext_01,23,person,NN,NA,person
pseudotext,pseudotext_01,23,today,NN,NA,todai
pseudotext,pseudotext_01,23,have,VBP,NA,have
pseudotext,pseudotext_01,23,beautiful,JJ,NA,beauti
pseudotext,pseudotext_01,23,outlook,NN,NA,outlook
pseudotext,pseudotext_01,23,life,NN,NA,life
pseudotext,pseudotext_01,23,indy,NNP,NA,indi
pseudotext,pseudotext_01,23,read,NNP,s,read
pseudotext,pseudotext_01,24,be,VB,NA,be
pseudotext,pseudotext_01,24,swim,VBG,ing,swim
pseudotext,pseudotext_01,24,planning,NN,NA,plan
pseudotext,pseudotext_01,24,sport,NNS,s,sport
pseudotext,pseudotext_01,24,go,VBG,ing,go
pseudotext,pseudotext_01,24,exciting,JJ,NA,excit
pseudotext,pseudotext_01,24,field,NN,NA,field
pseudotext,pseudotext_01,24,trip,NNS,s,trip
pseudotext,pseudotext_01,24,help,VBG,ing,help
pseudotext,pseudotext_01,24,other,NNS,s,other
pseudotext,pseudotext_01,24,community,NN,NA,commun
pseudotext,pseudotext_01,24,service,NN,NA,servic
pseudotext,pseudotext_01,24,project,NNS,s,project
pseudotext,pseudotext_01,24,plan,VBG,ing,plan
pseudotext,pseudotext_01,24,own,JJ,NA,own
pseudotext,pseudotext_01,24,camp,NN,NA,camp
pseudotext,pseudotext_01,24,carnival,NN,NA,carniv
pseudotext,pseudotext_01,24,join,VBG,ing,join
pseudotext,pseudotext_01,24,great,JJ,NA,great
pseudotext,pseudotext_01,24,club,NNS,s,club
pseudotext,pseudotext_01,24,jewelry,NN,NA,jewelri
pseudotext,pseudotext_01,24,making,NN,NA,make
pseudotext,pseudotext_01,24,juggling,NN,NA,juggl
pseudotext,pseudotext_01,24,snack,NN,NA,snack
pseudotext,pseudotext_01,24,cooking,NN,NA,cook
pseudotext,pseudotext_01,24,nature,NN,NA,natur
pseudotext,pseudotext_01,24,craft,NNS,s,craft
pseudotext,pseudotext_01,25,key,JJ,NA,kei
pseudotext,pseudotext_01,25,component,NN,NA,compon
pseudotext,pseudotext_01,25,reduction,NN,NA,reduct
pseudotext,pseudotext_01,25,potential,JJ,NA,potenti
pseudotext,pseudotext_01,25,risk,NN,NA,risk
pseudotext,pseudotext_01,25,child,NN,NA,child
pseudotext,pseudotext_01,25,abuse,NN,NA,abus
pseudotext,pseudotext_01,25,design,VBN,ed,design
pseudotext,pseudotext_01,25,decrease,VB,NA,decreas
pseudotext,pseudotext_01,25,stress,NN,NA,stress
pseudotext,pseudotext_01,25,parent,NN,NA,parent
pseudotext,pseudotext_01,25,/,NN,NA,/
pseudotext,pseudotext_01,25,child,NN,NA,child
pseudotext,pseudotext_01,25,relationship,NN,NA,relationship
pseudotext,pseudotext_01,25,enable,VBG,ing,enabl
pseudotext,pseudotext_01,25,parent,NN,NA,parent
pseudotext,pseudotext_01,25,continue,VB,NA,continu
pseudotext,pseudotext_01,25,school,NN,NA,school
