genre,text,clique_id,lemma,pos,affix,stem
pseudotext,pseudotext_05,4,realm,NN,NA,realm
pseudotext,pseudotext_05,4,break,VBD,ed,break
pseudotext,pseudotext_05,4,up,RB,NA,up
pseudotext,pseudotext_05,4,fiefdom,NNS,s,fiefdom
pseudotext,pseudotext_05,4,feudal,JJ,NA,feudal
pseudotext,pseudotext_05,4,mid­dle,NNP,NA,mid­dl
pseudotext,pseudotext_05,4,age,NNPS,s,ag
pseudotext,pseudotext_05,4,precursor,NNS,s,precursor
pseudotext,pseudotext_05,4,country,NN,NA,countri
pseudotext,pseudotext_05,4,s,VBZ,NA,NA
pseudotext,pseudotext_05,4,classical,JJ,NA,classic
pseudotext,pseudotext_05,4,provinces,NNS,NA,provinc
pseudotext,pseudotext_05,4,—,NN,NA,—
pseudotext,pseudotext_05,4,provence,NNP,NA,provenc
pseudotext,pseudotext_05,4,bur­gun­dy,NNP,NA,bur­gun­di
pseudotext,pseudotext_05,4,nor­mandy,NNP,NA,nor­mandi
pseudotext,pseudotext_05,4,brittany,NNP,NA,brittani
pseudotext,pseudotext_05,4,so,RB,NA,so
pseudotext,pseudotext_05,4,forth,RB,NA,forth
pseudotext,pseudotext_04,5,september,NNP,NA,septemb
pseudotext,pseudotext_04,5,1635,CD,NA,1635
pseudotext,pseudotext_04,5,esnambuc,NNP,NA,esnambuc
pseudotext,pseudotext_04,5,lead,VBD,ed,lead
pseudotext,pseudotext_04,5,party,NN,NA,parti
pseudotext,pseudotext_04,5,martinique,NNP,NA,martiniqu
pseudotext,pseudotext_04,5,construct,VBN,ed,construct
pseudotext,pseudotext_04,5,fort,NNP,NA,fort
pseudotext,pseudotext_04,5,saint-,NNP,NA,saint-
pseudotext,pseudotext_04,5,pierre,NNP,NA,pierr
pseudotext,pseudotext_04,5,town,NN,NA,town
pseudotext,pseudotext_04,5,name,NN,NA,name
pseudotext,pseudotext_04,5,stand,VBZ,s,stand
pseudotext,pseudotext_04,5,today,NN,NA,todai
pseudotext,pseudotext_06,6,time,NN,NA,time
pseudotext,pseudotext_06,6,crusade,NNP,s,crusad
pseudotext,pseudotext_06,6,many,JJ,NA,mani
pseudotext,pseudotext_06,6,aegean,NNP,NA,aegean
pseudotext,pseudotext_06,6,island,NNS,s,island
pseudotext,pseudotext_06,6,have,VBD,ed,have
pseudotext,pseudotext_06,6,be,VBN,en,be
pseudotext,pseudotext_06,6,practically,RB,NA,practic
pseudotext,pseudotext_06,6,depopulated,JJ,NA,depopul
pseudotext,pseudotext_07,7,such,JJ,NA,such
pseudotext,pseudotext_07,7,island,NN,NA,island
pseudotext,pseudotext_07,7,society,NNS,s,societi
pseudotext,pseudotext_07,7,seem,VB,NA,seem
pseudotext,pseudotext_07,7,less,JJR,NA,less
pseudotext,pseudotext_07,7,edenic,NNP,NA,eden
pseudotext,pseudotext_07,7,early,JJ,NA,earli
pseudotext,pseudotext_07,7,hawaiian,NNP,s,hawaiian
pseudotext,pseudotext_07,7,lead,VBD,ed,lead
pseudotext,pseudotext_07,7,pleasurable,JJ,NA,pleasur
pseudotext,pseudotext_07,7,life,NN,NA,life
pseudotext,pseudotext_07,7,sing,VBG,ing,sing
pseudotext,pseudotext_07,7,own,JJ,NA,own
pseudotext,pseudotext_07,7,history,NNS,s,histori
pseudotext,pseudotext_07,7,beat,NN,NA,beat
pseudotext,pseudotext_07,7,gourd,NNS,s,gourd
pseudotext,pseudotext_07,7,ride,VBG,ing,ride
pseudotext,pseudotext_07,7,wave,NNS,s,wave
pseudotext,pseudotext_07,7,long,JJ,NA,long
pseudotext,pseudotext_07,7,wooden,JJ,NA,wooden
pseudotext,pseudotext_07,7,surfboard,NNS,s,surfboard
pseudotext,pseudotext_07,7,develop,VBG,ing,develop
pseudotext,pseudotext_07,7,elaborate,VB,NA,elabor
pseudotext,pseudotext_07,7,graceful,JJ,NA,grace
pseudotext,pseudotext_07,7,form,NN,NA,form
pseudotext,pseudotext_07,7,story-dance,JJ,NA,story-d
pseudotext,pseudotext_07,7,hula,NN,NA,hula
pseudotext,pseudotext_08,8,dismiss,VBD,ed,dismiss
pseudotext,pseudotext_08,8,hong,NNP,NA,hong
pseudotext,pseudotext_08,8,kong,NNP,NA,kong
pseudotext,pseudotext_08,8,barren,JJ,NA,barren
pseudotext,pseudotext_08,8,island,NN,NA,island
pseudotext,pseudotext_08,8,hardly,RB,NA,hardli
pseudotext,pseudotext_08,8,house,NN,NA,hous
pseudotext,pseudotext_09,9,moment,NN,NA,moment
pseudotext,pseudotext_09,9,spanish,JJ,NA,spanish
pseudotext,pseudotext_09,9,monarch,NNS,s,monarch
pseudotext,pseudotext_09,9,look,VBD,ed,look
pseudotext,pseudotext_09,9,other,JJ,NA,other
pseudotext,pseudotext_09,9,way,NN,NA,wai
pseudotext,pseudotext_09,9,daring,JJ,NA,dare
pseudotext,pseudotext_09,9,pirate,NNS,s,pirat
pseudotext,pseudotext_09,9,north,NNP,NA,north
pseudotext,pseudotext_09,9,african,NNP,NA,african
pseudotext,pseudotext_09,9,barbary,NNP,NA,barbari
pseudotext,pseudotext_09,9,coast,NNP,NA,coast
pseudotext,pseudotext_09,9,—,NN,NA,—
pseudotext,pseudotext_09,9,elsewhere,RB,NA,elsewher
pseudotext,pseudotext_09,9,—,NN,NA,—
pseudotext,pseudotext_09,9,move,VBD,ed,move
pseudotext,pseudotext_10,10,indian,NNP,NA,indian
pseudotext,pseudotext_10,10,national,NNP,NA,nation
pseudotext,pseudotext_10,10,congress,NNP,NA,congress
pseudotext,pseudotext_10,10,country,NN,NA,countri
pseudotext,pseudotext_10,10,s,VBZ,NA,NA
pseudotext,pseudotext_10,10,irst,NN,NA,irst
pseudotext,pseudotext_10,10,political,JJ,NA,polit
pseudotext,pseudotext_10,10,party,NN,NA,parti
pseudotext,pseudotext_10,10,hold,VBD,ed,hold
pseudotext,pseudotext_10,10,inaugural,JJ,NA,inaugur
pseudotext,pseudotext_10,10,meeting,NN,NA,meet
pseudotext,pseudotext_10,10,bombay,NNP,NA,bombai
pseudotext,pseudotext_10,10,1885,CD,NA,1885
pseudotext,pseudotext_11,11,black,JJ,NA,black
pseudotext,pseudotext_11,11,man,NNS,s,man
pseudotext,pseudotext_11,11,be,VBD,ed,be
pseudotext,pseudotext_11,11,most,RBS,NA,most
pseudotext,pseudotext_11,11,likely,JJ,NA,like
pseudotext,pseudotext_11,11,have,VB,NA,have
pseudotext,pseudotext_11,11,unintentionally,RB,NA,unintention
pseudotext,pseudotext_11,11,lose,VBN,ed,lose
pseudotext,pseudotext_11,11,more,JJR,NA,more
pseudotext,pseudotext_11,11,10,CD,NA,10
pseudotext,pseudotext_11,11,pound,NNS,s,pound
pseudotext,pseudotext_11,11,past,JJ,NA,past
pseudotext,pseudotext_11,11,year,NN,NA,year
pseudotext,pseudotext_12,12,larger,JJR,NA,larger
pseudotext,pseudotext_12,12,percentage,NNS,s,percentag
pseudotext,pseudotext_12,12,hf,NNP,NA,hf
pseudotext,pseudotext_12,12,have,VBD,ed,have
pseudotext,pseudotext_12,12,history,NN,NA,histori
pseudotext,pseudotext_12,12,mi,NNP,NA,mi
pseudotext,pseudotext_12,12,stroke,NN,NA,stroke
pseudotext,pseudotext_12,12,cabg,NNP,NA,cabg
pseudotext,pseudotext_12,12,angioplasty,NN,NA,angioplasti
pseudotext,pseudotext_12,12,other,JJ,NA,other
pseudotext,pseudotext_12,12,atherosclerotic,JJ,NA,atherosclerot
pseudotext,pseudotext_12,12,cardiovascular,JJ,NA,cardiovascular
pseudotext,pseudotext_12,12,disease,NN,NA,diseas
pseudotext,pseudotext_12,12,ascvd,NNP,NA,ascvd
pseudotext,pseudotext_12,12,diabetes,NN,NA,diabet
pseudotext,pseudotext_12,12,low,JJ,NA,low
pseudotext,pseudotext_12,12,hdl,NNP,NA,hdl
pseudotext,pseudotext_12,12,level,NNS,s,level
pseudotext,pseudotext_12,12,ecg,NNP,NA,ecg
pseudotext,pseudotext_12,12,abnormality,NNS,s,abnorm
pseudotext,pseudotext_13,13,primary,JJ,NA,primari
pseudotext,pseudotext_13,13,efficacy,NN,NA,efficaci
pseudotext,pseudotext_13,13,endpoint,NN,NA,endpoint
pseudotext,pseudotext_13,13,be,VBD,ed,be
pseudotext,pseudotext_13,13,composite,NN,NA,composit
pseudotext,pseudotext_13,13,death,NN,NA,death
pseudotext,pseudotext_13,13,non-fatal,JJ,NA,non-fat
pseudotext,pseudotext_13,13,myocardial,NN,NA,myocardi
pseudotext,pseudotext_13,13,infarction,NN,NA,infarct
pseudotext,pseudotext_13,13,resuscitated,JJ,NA,resuscit
pseudotext,pseudotext_13,13,sudden,JJ,NA,sudden
pseudotext,pseudotext_13,13,cardiac,JJ,NA,cardiac
pseudotext,pseudotext_13,13,death,NN,NA,death
pseudotext,pseudotext_13,13,emergent,NN,NA,emerg
pseudotext,pseudotext_13,13,rehospitalization,NN,NA,rehospit
pseudotext,pseudotext_13,13,worsen,VBG,ing,worsen
pseudotext,pseudotext_13,13,symptomatic,JJ,NA,symptomat
pseudotext,pseudotext_13,13,myocardial,NN,NA,myocardi
pseudotext,pseudotext_13,13,ischemium,NN,s,ischemium
pseudotext,pseudotext_14,14,good,JJ,NA,good
pseudotext,pseudotext_14,14,principle,NN,NA,principl
pseudotext,pseudotext_14,14,avoid,VB,NA,avoid
pseudotext,pseudotext_14,14,be,VBG,ing,be
pseudotext,pseudotext_14,14,mislead,VBN,ed,mislead
pseudotext,pseudotext_14,14,be,VBZ,s,be
pseudotext,pseudotext_14,14,alway,RB,s,alwai
pseudotext,pseudotext_14,14,account,VB,NA,account
pseudotext,pseudotext_14,14,subject,JJ,NA,subject
pseudotext,pseudotext_14,14,randomized,JJ,NA,random
pseudotext,pseudotext_14,14,study,NN,NA,studi
pseudotext,pseudotext_14,14,analysis,NN,NA,analysi
pseudotext,pseudotext_15,15,hooper,NNP,NA,hooper
pseudotext,pseudotext_15,15,propose,VBD,ed,propos
pseudotext,pseudotext_15,15,peripheral,JJ,NA,peripher
pseudotext,pseudotext_15,15,alpha-,NN,NA,alpha-
pseudotext,pseudotext_15,15,1,CD,NA,1
pseudotext,pseudotext_15,15,antagonist,NNS,s,antagonist
pseudotext,pseudotext_15,15,alter,VBP,NA,alter
pseudotext,pseudotext_15,15,cellular,JJ,NA,cellular
pseudotext,pseudotext_15,15,repair,NN,NA,repair
pseudotext,pseudotext_15,15,mechanism,NNS,s,mechan
pseudotext,pseudotext_15,15,possibly,RB,NA,possibli
pseudotext,pseudotext_15,15,cause,VBG,ing,caus
pseudotext,pseudotext_15,15,cardiac,JJ,NA,cardiac
pseudotext,pseudotext_15,15,damage,NN,NA,damag
pseudotext,pseudotext_16,16,other,JJ,NA,other
pseudotext,pseudotext_16,16,site,NNS,s,site
pseudotext,pseudotext_16,16,expression,NN,NA,express
pseudotext,pseudotext_16,16,correspond,VB,NA,correspond
pseudotext,pseudotext_16,16,stem,VB,NA,stem
pseudotext,pseudotext_16,16,cell,NN,NA,cell
pseudotext,pseudotext_16,16,population,NNS,s,popul
pseudotext,pseudotext_16,16,give,VBP,NA,give
pseudotext,pseudotext_16,16,rise,NN,NA,rise
pseudotext,pseudotext_16,16,multiple,JJ,NA,multipl
pseudotext,pseudotext_16,16,differentiated,JJ,NA,differenti
pseudotext,pseudotext_16,16,tissue,NNS,s,tissu
pseudotext,pseudotext_16,16,tail,NN,NA,tail
pseudotext,pseudotext_16,16,bud,NN,NA,bud
pseudotext,pseudotext_16,16,mesenchyme,NN,NA,mesenchym
pseudotext,pseudotext_16,16,pharyngeal,NN,NA,pharyng
pseudotext,pseudotext_16,16,endoderm,NN,NA,endoderm
pseudotext,pseudotext_16,16,mesenchyme,NN,NA,mesenchym
pseudotext,pseudotext_17,17,further,VB,NA,further
pseudotext,pseudotext_17,17,refine,VB,NA,refin
pseudotext,pseudotext_17,17,region,NN,NA,region
pseudotext,pseudotext_17,17,responsible,JJ,NA,respons
pseudotext,pseudotext_17,17,induce,VBG,ing,induc
pseudotext,pseudotext_17,17,alm,NNP,NA,alm
pseudotext,pseudotext_17,17,migration,NN,NA,migrat
pseudotext,pseudotext_17,17,defect,NN,NA,defect
pseudotext,pseudotext_17,17,generate,VBD,ed,gener
pseudotext,pseudotext_17,17,plasmid,NNS,s,plasmid
pseudotext,pseudotext_17,17,contain,VBG,ing,contain
pseudotext,pseudotext_17,17,further,JJ,NA,further
pseudotext,pseudotext_17,17,deletion,NNS,s,delet
pseudotext,pseudotext_17,17,495,CD,NA,495
pseudotext,pseudotext_17,17,bp,NN,NA,bp
pseudotext,pseudotext_17,17,mec-,NN,NA,mec-
pseudotext,pseudotext_17,17,3,CD,NA,3
pseudotext,pseudotext_17,17,region,NN,NA,region
pseudotext,pseudotext_17,17,upstream,RB,NA,upstream
pseudotext,pseudotext_17,17,pst,NNP,NA,pst
pseudotext,pseudotext_17,17,site,NN,NA,site
pseudotext,pseudotext_18,18,finally,RB,NA,final
pseudotext,pseudotext_18,18,development,NN,NA,develop
pseudotext,pseudotext_18,18,angle,NN,NA,angl
pseudotext,pseudotext_18,18,fa,NNP,s,fa
pseudotext,pseudotext_18,18,fasl,NNP,NA,fasl
pseudotext,pseudotext_18,18,null,NN,NA,null
pseudotext,pseudotext_18,18,mouse,NNS,s,mous
pseudotext,pseudotext_18,18,be,VBD,ed,be
pseudotext,pseudotext_18,18,normal,JJ,NA,normal
pseudotext,pseudotext_18,18,indicate,VBG,ing,indic
pseudotext,pseudotext_18,18,system,NN,NA,system
pseudotext,pseudotext_18,18,cell,NN,NA,cell
pseudotext,pseudotext_18,18,death,NN,NA,death
pseudotext,pseudotext_18,18,regulator,NNS,s,regul
pseudotext,pseudotext_18,18,kill,VB,NA,kill
pseudotext,pseudotext_18,18,tm,NNP,NA,tm
pseudotext,pseudotext_18,18,cell,NNS,s,cell
pseudotext,pseudotext_18,18,[,NN,NA,[
pseudotext,pseudotext_18,18,30,CD,NA,30
pseudotext,pseudotext_18,18,],NN,NA,]
pseudotext,pseudotext_18,18,be,VBZ,s,be
pseudotext,pseudotext_18,18,not,RB,NA,not
pseudotext,pseudotext_18,18,require,VBN,ed,requir
pseudotext,pseudotext_18,18,tm,NNP,NA,tm
pseudotext,pseudotext_18,18,channel,NN,NA,channel
pseudotext,pseudotext_18,18,formation,NN,NA,format
pseudotext,pseudotext_19,19,plasmid,NN,NA,plasmid
pseudotext,pseudotext_19,19,be,VBD,ed,be
pseudotext,pseudotext_19,19,subsequently,RB,NA,subsequ
pseudotext,pseudotext_19,19,linearized,JJ,NA,linear
pseudotext,pseudotext_19,19,kpnus,NNP,s,kpnu
pseudotext,pseudotext_19,19,use,VBN,ed,us
pseudotext,pseudotext_19,19,electroporation,NN,NA,electropor
pseudotext,pseudotext_20,20,temperature,NNS,s,temperatur
pseudotext,pseudotext_20,20,list,VBD,ed,list
pseudotext,pseudotext_20,20,represent,VB,NA,repres
pseudotext,pseudotext_20,20,average,NN,NA,averag
pseudotext,pseudotext_20,20,two,CD,NA,two
pseudotext,pseudotext_20,20,temperature,NN,NA,temperatur
pseudotext,pseudotext_20,20,reading,NNS,s,read
pseudotext,pseudotext_20,20,take,VBN,en,take
pseudotext,pseudotext_20,20,run,VBG,ing,run
pseudotext,pseudotext_20,20,lakewater,NN,NA,lakewat
pseudotext,pseudotext_20,20,system,NN,NA,system
pseudotext,pseudotext_20,20,day,NN,NA,dai
pseudotext,pseudotext_20,20,9,CD,NA,9
pseudotext,pseudotext_20,20,am,NNP,NA,am
pseudotext,pseudotext_20,20,9,CD,NA,9
pseudotext,pseudotext_20,20,pm,NNP,NA,pm
pseudotext,pseudotext_21,21,today,NN,NA,todai
pseudotext,pseudotext_21,21,addition,NN,NA,addit
pseudotext,pseudotext_21,21,one-on-one,JJ,NA,one-on-on
pseudotext,pseudotext_21,21,tutor,VBG,ing,tutor
pseudotext,pseudotext_21,21,offer,VBP,NA,offer
pseudotext,pseudotext_21,21,small,JJ,NA,small
pseudotext,pseudotext_21,21,group,NN,NA,group
pseudotext,pseudotext_21,21,english,NNP,NA,english
pseudotext,pseudotext_21,21,second,NNP,NA,second
pseudotext,pseudotext_21,21,language,NNP,NA,languag
pseudotext,pseudotext_21,21,tutor,VBG,ing,tutor
pseudotext,pseudotext_21,21,video-based,JJ,NA,video-bas
pseudotext,pseudotext_21,21,instruction,NN,NA,instruct
pseudotext,pseudotext_21,21,adult,NNS,s,adult
pseudotext,pseudotext_21,21,learn,VBG,ing,learn
pseudotext,pseudotext_21,21,disability,NNS,s,disabl
pseudotext,pseudotext_22,22,gift,NNS,s,gift
pseudotext,pseudotext_22,22,have,VBP,NA,have
pseudotext,pseudotext_22,22,help,VBN,ed,help
pseudotext,pseudotext_22,22,grow,VBP,NA,grow
pseudotext,pseudotext_22,22,too,RB,NA,too
pseudotext,pseudotext_22,22,provide,VBG,ing,provid
pseudotext,pseudotext_22,22,training,NN,NA,train
pseudotext,pseudotext_22,22,support,NN,NA,support
pseudotext,pseudotext_22,22,joe,NNP,NA,joe
pseudotext,pseudotext_22,22,tutor,NNS,s,tutor
pseudotext,pseudotext_22,22,have,VBP,NA,have
pseudotext,pseudotext_22,22,need,VBN,ed,need
pseudotext,pseudotext_22,22,buy,VBG,ing,bui
pseudotext,pseudotext_22,22,book,NNS,s,book
pseudotext,pseudotext_22,22,joe,NNP,NA,joe
pseudotext,pseudotext_22,22,use,VBD,ed,us
pseudotext,pseudotext_22,22,give,VBG,ing,give
pseudotext,pseudotext_22,22,opportunity,NN,NA,opportun
pseudotext,pseudotext_22,22,meet,VB,NA,meet
pseudotext,pseudotext_22,22,learn,VB,NA,learn
pseudotext,pseudotext_22,22,other,JJ,NA,other
pseudotext,pseudotext_22,22,adult,NN,NA,adult
pseudotext,pseudotext_22,22,learner,NNS,s,learner
pseudotext,pseudotext_22,22,indianapoli,NNP,s,indianapoli
pseudotext,pseudotext_22,22,country,NN,NA,countri
pseudotext,pseudotext_23,23,be,VB,NA,be
pseudotext,pseudotext_23,23,one,CD,NA,on
pseudotext,pseudotext_23,23,open,VB,NA,open
pseudotext,pseudotext_23,23,door,NN,NA,door
pseudotext,pseudotext_24,24,be,VBP,NA,be
pseudotext,pseudotext_24,24,go,VBG,ing,go
pseudotext,pseudotext_24,24,have,VB,NA,have
pseudotext,pseudotext_24,24,fun,NN,NA,fun
pseudotext,pseudotext_25,25,1997,CD,NA,1997
pseudotext,pseudotext_25,25,united,NNP,NA,unit
pseudotext,pseudotext_25,25,way,NN,NA,wai
pseudotext,pseudotext_25,25,central,NNP,NA,central
pseudotext,pseudotext_25,25,indiana,NNP,NA,indiana
pseudotext,pseudotext_25,25,generously,RB,NA,gener
pseudotext,pseudotext_25,25,assist,VBN,ed,assist
pseudotext,pseudotext_25,25,25,CD,NA,25
pseudotext,pseudotext_25,25,%,NN,NA,%
pseudotext,pseudotext_25,25,budgetary,JJ,NA,budgetari
pseudotext,pseudotext_25,25,need,VBZ,s,need
pseudotext,pseudotext_26,26,girl,NNP,NA,girl
pseudotext,pseudotext_26,26,scout,NNP,s,scout
pseudotext,pseudotext_26,26,usa,NNP,NA,usa
pseudotext,pseudotext_27,27,be,VB,NA,be
pseudotext,pseudotext_27,27,assure,VBN,ed,assur
pseudotext,pseudotext_27,27,donation,NN,NA,donat
pseudotext,pseudotext_27,27,girl,NNP,NA,girl
pseudotext,pseudotext_27,27,scout,NNP,s,scout
pseudotext,pseudotext_27,27,be,VBZ,s,be
pseudotext,pseudotext_27,27,sound,NN,NA,sound
pseudotext,pseudotext_27,27,investment,NN,NA,invest
pseudotext,pseudotext_27,27,opportunity,NN,NA,opportun
pseudotext,pseudotext_30,28,resulting,NNP,NA,result
pseudotext,pseudotext_30,28,reduce,VBN,ed,reduc
pseudotext,pseudotext_30,28,risk,NN,NA,risk
pseudotext,pseudotext_30,28,teen,JJ,NA,teen
pseudotext,pseudotext_30,28,pregnancy,NN,NA,pregnanc
pseudotext,pseudotext_30,28,suicide,NN,NA,suicid
pseudotext,pseudotext_30,28,truancy,NN,NA,truanci
pseudotext,pseudotext_30,28,substance,NN,NA,substanc
pseudotext,pseudotext_30,28,abuse,NN,NA,abus
pseudotext,pseudotext_30,28,so,RB,NA,so
pseudotext,pseudotext_30,28,many,JJ,NA,mani
pseudotext,pseudotext_30,28,other,JJ,NA,other
pseudotext,pseudotext_30,28,crisis,NNS,s,crisi
pseudotext,pseudotext_28,29,gift,NN,NA,gift
pseudotext,pseudotext_28,29,many,JJ,NA,mani
pseudotext,pseudotext_28,29,other,NNS,s,other
pseudotext,pseudotext_28,29,receive,VBP,NA,receiv
pseudotext,pseudotext_28,29,provide,VB,NA,provid
pseudotext,pseudotext_28,29,vital,JJ,NA,vital
pseudotext,pseudotext_28,29,resource,NNS,s,resourc
pseudotext,pseudotext_28,29,today,NN,NA,todai
pseudotext,pseudotext_28,29,girl,NNP,NA,girl
pseudotext,pseudotext_28,29,scout,NNP,s,scout
pseudotext,pseudotext_28,29,become,VB,NA,becom
pseudotext,pseudotext_28,29,tomorrow,NN,NA,tomorrow
pseudotext,pseudotext_28,29,community,NN,NA,commun
pseudotext,pseudotext_28,29,business,NN,NA,busi
pseudotext,pseudotext_28,29,leader,NNS,s,leader
pseudotext,pseudotext_29,30,member,NN,NA,member
pseudotext,pseudotext_29,30,family,NN,NA,famili
pseudotext,pseudotext_29,30,girl,NNP,NA,girl
pseudotext,pseudotext_29,30,scout,NNP,s,scout
pseudotext,pseudotext_29,30,need,VBP,NA,need
pseudotext,pseudotext_29,30,continued,JJ,NA,continu
pseudotext,pseudotext_29,30,support,NN,NA,support
pseudotext,pseudotext_29,30,help,VB,NA,help
pseudotext,pseudotext_29,30,dream,NNS,s,dream
pseudotext,pseudotext_29,30,become,VBP,NA,becom
pseudotext,pseudotext_29,30,reality,NN,NA,realiti
pseudotext,pseudotext_31,31,justice,NNP,NA,justic
pseudotext,pseudotext_31,31,solicit,VBZ,s,solicit
pseudotext,pseudotext_31,31,donation,NNS,s,donat
pseudotext,pseudotext_31,31,primarily,RB,NA,primarili
pseudotext,pseudotext_31,31,utah,NNP,NA,utah
pseudotext,pseudotext_31,31,lawyer,NNS,s,lawyer
pseudotext,pseudotext_31,31,foundation,NNS,s,foundat
pseudotext,pseudotext_31,31,be,VBD,ed,be
pseudotext,pseudotext_31,31,first,JJ,NA,first
pseudotext,pseudotext_31,31,joint,JJ,NA,joint
pseudotext,pseudotext_31,31,fund-raising,JJ,NA,fund-rais
pseudotext,pseudotext_31,31,campaign,NN,NA,campaign
pseudotext,pseudotext_31,31,legal,JJ,NA,legal
pseudotext,pseudotext_31,31,service,NNS,s,servic
pseudotext,pseudotext_31,31,agency,NNS,s,agenc
pseudotext,pseudotext_31,31,country,NN,NA,countri
pseudotext,pseudotext_31,31,community,NNP,NA,commun
pseudotext,pseudotext_31,31,legal,NNP,NA,legal
pseudotext,pseudotext_31,31,center,NNP,NA,center
pseudotext,pseudotext_31,31,be,VBZ,s,be
pseudotext,pseudotext_31,31,first,JJ,NA,first
pseudotext,pseudotext_31,31,joint,JJ,NA,joint
pseudotext,pseudotext_31,31,office,NN,NA,offic
pseudotext,pseudotext_31,31,project,NN,NA,project
pseudotext,pseudotext_31,31,public,JJ,NA,public
pseudotext,pseudotext_31,31,service,NN,NA,servic
pseudotext,pseudotext_31,31,law,NN,NA,law
pseudotext,pseudotext_31,31,group,NNS,s,group
pseudotext,pseudotext_33,32,attorney,NNS,s,attornei
pseudotext,pseudotext_33,32,one,CD,NA,on
pseudotext,pseudotext_33,32,year,NN,NA,year
pseudotext,pseudotext_33,32,graduate,NN,NA,graduat
pseudotext,pseudotext_33,32,school,NN,NA,school
pseudotext,pseudotext_33,32,face,VBG,ing,face
pseudotext,pseudotext_33,32,average,JJ,NA,averag
pseudotext,pseudotext_33,32,debt,NN,NA,debt
pseudotext,pseudotext_33,32,just,RB,NA,just
pseudotext,pseudotext_33,32,less,JJR,NA,less
pseudotext,pseudotext_33,32,90,CD,NA,90
pseudotext,pseudotext_33,32,000,CD,NA,000
pseudotext,pseudotext_33,32,start,VBG,ing,start
pseudotext,pseudotext_33,32,salary,NNS,s,salari
pseudotext,pseudotext_33,32,legal,JJ,NA,legal
pseudotext,pseudotext_33,32,aid,NN,NA,aid
pseudotext,pseudotext_33,32,organization,NNS,s,organ
pseudotext,pseudotext_33,32,average,VBG,ing,averag
